Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,Aug,5025.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Sep,8169.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Oct,6880.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Nov,7621.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Dec,7371.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Jan,7269.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Feb,9180.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Mar,12093.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Apr,9748.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,May,8379.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Jun,7493.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Jul,6819.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Aug,6614.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Sep,8042.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Oct,7747.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Nov,9459.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Dec,9031.0,2024.0,,,,,,,,,,,,,,,,,,,,101874.0,China,
,Jan,1106.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Feb,2037.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Mar,1196.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,May,1.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Jun,4.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Jul,4.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Aug,20.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Sep,18.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Oct,53.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Nov,33.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Dec,68.0,2020.0,,,,,,,,,,,,,,,,,,,,4540.0,France,
,Jan,107.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Feb,90.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Mar,169.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Apr,162.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,May,17.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Jun,14.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Jul,41.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Aug,128.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Sep,235.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Oct,739.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Nov,808.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Dec,319.0,2021.0,,,,,,,,,,,,,,,,,,,,2829.0,France,
,Jan,283.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Feb,537.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Mar,1638.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Apr,1992.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,May,858.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Jun,507.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Jul,759.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Aug,656.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Sep,1409.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Oct,4929.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Nov,2561.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Dec,804.0,2022.0,,,,,,,,,,,,,,,,,,,,16933.0,France,
,Jan,857.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Feb,1463.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Mar,3009.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Apr,3211.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,May,1097.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Jun,614.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Jul,996.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Aug,822.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Sep,1682.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Oct,5270.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Nov,3205.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Dec,942.0,2023.0,,,,,,,,,,,,,,,,,,,,23168.0,France,
,Jan,970.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Feb,1697.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Mar,3240.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Apr,3753.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,May,1282.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Jun,550.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Jul,853.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Aug,711.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Sep,1799.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Oct,5485.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Nov,3840.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Dec,938.0,2024.0,,,,,,,,,,,,,,,,,,,,25118.0,France,
,Jan,1405.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Feb,2659.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Mar,1692.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,May,0.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Jun,2.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Jul,2.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Aug,10.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Sep,9.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Oct,50.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Nov,27.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Dec,40.0,2020.0,,,,,,,,,,,,,,,,,,,,5896.0,Germany,
,Jan,97.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Feb,126.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Mar,208.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Apr,218.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,May,13.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Jun,16.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Jul,31.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Aug,81.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Sep,225.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Oct,790.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Nov,725.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Dec,399.0,2021.0,,,,,,,,,,,,,,,,,,,,2929.0,Germany,
,Jan,364.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Feb,645.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Mar,1826.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Apr,2132.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,May,776.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Jun,436.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Jul,718.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Aug,809.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Sep,1942.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Oct,4935.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Nov,2292.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Dec,867.0,2022.0,,,,,,,,,,,,,,,,,,,,17742.0,Germany,
,Jan,985.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Feb,2108.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Mar,4149.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Apr,3245.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,May,1165.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Jun,514.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Jul,637.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Aug,875.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Sep,2851.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Oct,5915.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Nov,3512.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Dec,1024.0,2023.0,,,,,,,,,,,,,,,,,,,,26980.0,Germany,
,Jan,1282.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Feb,2494.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Mar,5254.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Apr,3271.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,May,1391.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Jun,546.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Jul,726.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Aug,849.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Sep,2704.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Oct,6017.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Nov,3926.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Dec,1339.0,2024.0,,,,,,,,,,,,,,,,,,,,29799.0,Germany,
,Jan,655.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Feb,657.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Mar,250.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,May,0.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Jun,0.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Jul,0.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Aug,0.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Sep,1.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Oct,13.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Nov,8.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Dec,15.0,2020.0,,,,,,,,,,,,,,,,,,,,1599.0,Italy,
,Jan,29.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Feb,32.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Mar,54.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Apr,55.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,May,6.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Jun,6.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Jul,9.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Aug,33.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Sep,68.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Oct,98.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Nov,142.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Dec,81.0,2021.0,,,,,,,,,,,,,,,,,,,,613.0,Italy,
,Jan,66.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Feb,72.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Mar,234.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Apr,508.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,May,368.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Jun,181.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Jul,350.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Aug,941.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Sep,538.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Oct,1471.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Nov,833.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Dec,826.0,2022.0,,,,,,,,,,,,,,,,,,,,6388.0,Italy,
,Jan,414.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Feb,649.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Mar,1219.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Apr,1435.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,May,614.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Jun,220.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Jul,604.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Aug,1496.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Sep,931.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Oct,2467.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Nov,1686.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Dec,1213.0,2023.0,,,,,,,,,,,,,,,,,,,,12948.0,Italy,
,Jan,517.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Feb,805.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Mar,1581.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Apr,1993.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,May,649.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Jun,267.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Jul,450.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Aug,1615.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Sep,971.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Oct,2635.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Nov,1968.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Dec,1021.0,2024.0,,,,,,,,,,,,,,,,,,,,14472.0,Italy,
,Jan,2003.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Feb,2902.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Mar,557.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,May,2.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Jun,0.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Jul,0.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Aug,2.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Sep,6.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Oct,49.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Nov,37.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Dec,41.0,2020.0,,,,,,,,,,,,,,,,,,,,5599.0,Japan,
,Jan,42.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Feb,28.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Mar,74.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Apr,107.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,May,0.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Jun,13.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Jul,6.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Aug,24.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Sep,98.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Oct,94.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Nov,159.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Dec,139.0,2021.0,,,,,,,,,,,,,,,,,,,,784.0,Japan,
,Jan,130.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Feb,85.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Mar,190.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Apr,371.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,May,272.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Jun,322.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Jul,466.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Aug,541.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Sep,596.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Oct,841.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Nov,955.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Dec,945.0,2022.0,,,,,,,,,,,,,,,,,,,,5714.0,Japan,
,Jan,643.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Feb,1066.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Mar,1677.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Apr,1312.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,May,913.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Jun,764.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Jul,871.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Aug,1520.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Sep,1436.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Oct,1850.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Nov,2072.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Dec,2339.0,2023.0,,,,,,,,,,,,,,,,,,,,16463.0,Japan,
,Jan,1568.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Feb,2027.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Mar,2648.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Apr,2073.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,May,1233.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Jun,953.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Jul,1114.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Aug,1881.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Sep,1887.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Oct,2196.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Nov,2699.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Dec,2575.0,2024.0,,,,,,,,,,,,,,,,,,,,22854.0,Japan,
,Jan,1179.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Feb,1588.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Mar,673.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,May,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Jun,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Jul,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Aug,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Sep,1.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Oct,2.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Nov,9.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Dec,8.0,2020.0,,,,,,,,,,,,,,,,,,,,3460.0,Malaysia,
,Jan,19.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Feb,21.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Mar,16.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Apr,44.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,May,3.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Jun,5.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Jul,5.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Aug,8.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Sep,32.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Oct,35.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Nov,55.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Dec,88.0,2021.0,,,,,,,,,,,,,,,,,,,,331.0,Malaysia,
,Jan,106.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Feb,117.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Mar,314.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Apr,507.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,May,454.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Jun,469.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Jul,738.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Aug,960.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Sep,1135.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Oct,1590.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Nov,1593.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Dec,1586.0,2022.0,,,,,,,,,,,,,,,,,,,,9569.0,Malaysia,
,Jan,675.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Feb,1819.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Mar,1663.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Apr,2000.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,May,1321.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Jun,1079.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Jul,998.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Aug,1188.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Sep,1666.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Oct,2019.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Nov,2388.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Dec,1991.0,2023.0,,,,,,,,,,,,,,,,,,,,18807.0,Malaysia,
,Jan,939.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Feb,1815.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Mar,2198.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Apr,2310.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,May,1814.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Jun,1014.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Jul,1125.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Aug,1285.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Sep,2280.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Oct,2278.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Nov,2126.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Dec,1769.0,2024.0,,,,,,,,,,,,,,,,,,,,20953.0,Malaysia,
,Jan,4447.0,2020.0,,,,,,,,,,,,,,,,,,,,20911.0,Myanmar,
,Feb,12119.0,2020.0,,,,,,,,,,,,,,,,,,,,20911.0,Myanmar,
,Mar,4320.0,2020.0,,,,,,,,,,,,,,,,,,,,20911.0,Myanmar,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,20911.0,Myanmar,
,May,0.0,2020.0,,,,,,,,,,,,,,,,,,,,20911.0,Myanmar,
